33,59,3
30,57,3
6,257,3
39,121,3
81,248,3
65,57,3
96,56,3
79,246,3
166,155,3
128,58,3
199,66,3
241,96,3
228,62,3
193,99,3
269,103,3
366,82,3
355,107,3
402,319,3
404,73,3
409,91,3
425,156,3
417,122,3
410,326,3
409,80,3
414,83,3
384,98,3
421,158,3
482,83,3
460,153,3
461,143,3
486,222,3
449,147,3
462,155,3
501,275,3
498,96,3
456,107,3
498,98,3
467,145,3
576,176,3
602,138,3
